7368 2 
1,52,
100,100,
0.36,0.38,
100,100,
0.19,0.19,
100,100,
0.35,0.42,
100,100,
0.2,0.19,
100,100,
0.09,0.14,
100,100,
0.25,0.29,
100,100,
0.16,0.27,
100,100,
0.19,0.18,
100,100,
0.11,0.14,
100,100,
0.14,0.12,
100,100,
0.08,0.07,
100,100,
0.15,0.14,
100,100,
0.23,0.27,
100,100,
0.23,0.27,
100,100,
0.25,0.37,
100,100,
0.13,0.14,
100,100,
0.11,0.22,
100,100,
0.12,0.12,
100,100,
0.02,0.03,
100,100,
0.16,0.17,
100,100,
0.12,0.14,
100,100,
0.17,0.14,
100,100,
0.16,0.18,
100,100,
0.15,0.15,
100,100,
0.11,0.11,
100,100,
0.11,0.12,
100,100,
0.2,0.21,
100,100,
0.1,0.11,
100,100,
0.16,0.19,
100,100,
0.13,0.13,
100,100,
0.1,0.11,
100,100,
0.22,0.38,
100,100,
0.1,0.09,
100,100,
0.22,0.31,
100,100,
0.17,0.26,
100,100,
0.2,0.19,
100,100,
0.09,0.1,
100,100,
0.07,0.07,
100,100,
0.12,0.15,
100,100,
0.08,0.1,
100,100,
0.19,0.21,
100,100,
0.11,0.11,
100,100,
0.13,0.14,
100,100,
0.07,0.08,
100,100,
0.1,0.09,
100,100,
0.09,0.1,
100,100,
0.1,0.09,
100,100,
0.7,0.2,
100,100,
0.21,0.21,
100,100,
0.12,0.11,
100,100,
0.16,0.16,
100,100,
0.09,0.09,
100,100,
0.18,0.23,
100,100,
0.14,0.2,
100,100,
0.16,0.24,
100,100,
0.13,0.13,
100,100,
0.21,0.21,
100,100,
0.12,0.12,
100,100,
0.24,0.25,
100,100,
0.15,0.18,
100,100,
0.2,0.19,
100,100,
0.09,0.1,
100,100,
0.13,0.14,
100,100,
0.2,0.2,
100,100,
0.08,0.08,
100,100,
0.21,0.21,
100,100,
0.14,0.12,
100,100,
0.2,0.18,
100,100,
0.13,0.14,
100,100,
0.18,0.2,
100,100,
0.15,0.12,
100,100,
