7368 2 
1,52,
100,100,
0.33,0.33,
100,100,
0.2,0.18,
100,100,
0.33,0.39,
100,100,
0.16,0.19,
100,100,
0.08,0.12,
100,100,
0.25,0.28,
100,100,
0.15,0.2,
100,100,
0.19,0.19,
100,100,
0.15,0.14,
100,100,
0.12,0.12,
100,100,
0.05,0.06,
100,100,
0.17,0.14,
100,100,
0.16,0.25,
100,100,
0.16,0.24,
100,100,
0.21,0.27,
100,100,
0.13,0.12,
100,100,
0.08,0.14,
100,100,
0.12,0.11,
100,100,
0.02,0.02,
100,100,
0.16,0.16,
100,100,
0.12,0.15,
100,100,
0.12,0.14,
100,100,
0.16,0.14,
100,100,
0.11,0.13,
100,100,
0.24,0.12,
100,100,
0.07,0.1,
100,100,
0.19,0.2,
100,100,
0.1,0.12,
100,100,
0.13,0.16,
100,100,
0.12,0.13,
100,100,
0.05,0.1,
100,100,
0.22,0.28,
100,100,
0.08,0.11,
100,100,
0.19,0.22,
100,100,
0.17,0.19,
100,100,
0.26,0.21,
100,100,
0.12,0.09,
100,100,
0.05,0.06,
100,100,
0.12,0.15,
100,100,
0.06,0.07,
100,100,
0.23,0.22,
100,100,
0.04,0.12,
100,100,
0.08,0.13,
100,100,
0.04,0.08,
100,100,
0.07,0.11,
100,100,
0.11,0.1,
100,100,
0.11,0.11,
100,100,
0.16,0.19,
100,100,
0.18,0.19,
100,100,
0.11,0.13,
100,100,
0.15,0.17,
100,100,
0.1,0.09,
100,100,
0.19,0.22,
100,100,
0.2,0.19,
100,100,
0.14,0.2,
100,100,
0.11,0.14,
100,100,
0.16,0.2,
100,100,
0.13,0.14,
100,100,
0.24,0.24,
100,100,
0.12,0.24,
100,100,
0.18,0.19,
100,100,
0.06,0.09,
100,100,
0.23,0.13,
100,100,
0.2,0.2,
100,100,
0.06,0.07,
100,100,
0.16,0.23,
100,100,
0.09,0.14,
100,100,
0.16,0.2,
100,100,
0.08,0.13,
100,100,
0.16,0.2,
100,100,
0.11,0.13,
100,100,
