11 7 
1,52,73,104,155,186,207,
100,100,100,100,100,100,100,
0.7,0.1,0.1,0.1,0.1,0.1,0.1,
100,100,100,100,100,100,100,
0.8,13.4,29.4,8,0.2,0.2,0.2,
100,100,100,100,100,100,100,
0.5,0.1,0.1,0.3,0.1,0.1,0.1,
100,100,100,100,100,100,100,
0.6,27.3,36.4,8.1,0.1,0.1,0.1,
100,100,100,100,100,100,100,
0.6,0.1,0.1,0.1,0.1,0.1,0.1,
100,100,100,100,100,100,100,
0.2,0,1.4,0.1,0.1,0.1,0.2,
100,100,100,100,100,100,100,
0.2,3.6,0.1,0.1,0.1,0.1,0.2,
100,100,100,100,100,100,100,
1.3,0.1,0.1,0.1,0.1,0.1,0.1,
100,100,100,100,100,100,100,
0.6,0.1,0.1,0.1,0.1,0.1,0.1,
100,100,100,100,100,100,100,
0.8,0.1,0.2,0.1,0.2,0.2,0.2,
100,100,100,100,100,100,100,
0.5,0.1,0.1,0.1,0.5,0.1,0.1,
