439 2 
1,52,
100,100,
0.2,0.2,
100,100,
0.2,0.2,
100,100,
1.3,1.1,
100,100,
4.4,4.7,
100,100,
10.5,9.2,
100,100,
1.8,2,
100,100,
0.4,0.4,
100,100,
0.1,6.4,
100,100,
0.2,0.2,
100,100,
0.1,0.6,
100,100,
0.1,0.1,
100,100,
0.1,0.1,
100,100,
0.1,0.1,
100,100,
0.1,0.1,
100,100,
0.1,0.1,
100,100,
0.1,0.1,
100,100,
0.1,0.1,
100,100,
0.2,0.1,
100,100,
0.1,0.1,
100,100,
0.2,0.2,
100,100,
0,0.1,
100,100,
0.2,0.2,
100,100,
0.3,0.4,
100,100,
0.3,0.4,
100,100,
0.2,0.2,
100,100,
0.5,0.4,
100,100,
0.2,0.2,
100,100,
0.5,0.4,
100,100,
0.5,0.4,
100,100,
0.2,0.2,
100,100,
0.2,0.2,
100,100,
0.4,17.8,
100,100,
0.1,0.6,
100,100,
1.2,0.1,
100,100,
0.1,0.1,
100,100,
10.5,8.4,
100,100,
0.3,0.2,
100,100,
0.5,0.4,
100,100,
0.5,0.5,
100,100,
3.6,3.6,
100,100,
7.8,7.1,
100,100,
10.4,9.5,
100,100,
13.6,13.5,
100,100,
15.7,15.6,
100,100,
0.7,1.3,
100,100,
0.5,0.9,
100,100,
0.5,0.7,
100,100,
0.1,0.1,
100,100,
0.1,0.1,
100,100,
0,0.1,
100,100,
0,0,
100,100,
86.9,76.5,
100,100,
0.1,0.6,
100,100,
0.1,0.1,
100,100,
0.2,0.1,
100,100,
0.2,0.2,
100,100,
0.2,0.2,
100,100,
3,10.6,
100,100,
0.3,0.4,
100,100,
0.8,0.9,
100,100,
1.2,1.3,
100,100,
0.2,0.2,
100,100,
0.1,0.1,
100,100,
0.1,0.1,
100,100,
0.4,0.3,
100,100,
0.3,0.2,
100,100,
0.3,0.2,
100,100,
0.4,0.2,
100,100,
0.2,0.1,
100,100,
0.3,0.2,
100,100,
0.1,0.1,
100,100,
0,0.1,
100,100,
