58 7 
1,52,73,104,155,186,207,
100,100,100,100,100,100,100,
4.3,0.2,0.1,0.2,0.2,0.2,0.2,
100,100,100,100,100,100,100,
0.2,0.2,0.2,0.1,0.2,0.2,4.9,
100,100,100,100,100,100,100,
2,0.2,0.2,0.3,0.2,0.2,0.2,
100,100,100,100,100,100,100,
0.3,3,10.6,1.6,0.2,0.2,0.3,
100,100,100,100,100,100,100,
0.2,0.3,0.4,0.3,0.4,0.5,0.2,
100,100,100,100,100,100,100,
0.6,0.8,0.9,0.9,0.9,1.1,0.9,
100,100,100,100,100,100,100,
0.9,1.2,1.3,1.3,1.2,1.5,1.3,
100,100,100,100,100,100,100,
0.5,0.2,0.2,0.1,0.2,0.2,0.2,
100,100,100,100,100,100,100,
0.5,0.1,0.1,0.1,0.1,0.1,0.1,
100,100,100,100,100,100,100,
0.5,0.1,0.1,0.1,0.2,0.1,0.2,
100,100,100,100,100,100,100,
3.1,0.4,0.3,1.7,0.2,0.2,0.5,
100,100,100,100,100,100,100,
3.1,0.3,0.2,1.6,0.2,0.2,0.5,
100,100,100,100,100,100,100,
3,0.3,0.2,1.6,0.2,0.2,0.4,
100,100,100,100,100,100,100,
3.1,0.4,0.2,1.7,0.2,0.2,0.5,
100,100,100,100,100,100,100,
3,0.2,0.1,1.6,0.1,0.1,0.4,
100,100,100,100,100,100,100,
3,0.3,0.2,1.6,0.1,0.1,0.4,
100,100,100,100,100,100,100,
0.1,0.1,0.1,0.1,0.1,0.1,1,
100,100,100,100,100,100,100,
0.8,0,0.1,0.1,0.1,0.1,0.1,
100,100,100,100,100,100,100,
0.7,0.1,0.1,0.1,0.1,0,0.1,
100,100,100,100,100,100,100,
0.6,0.1,0.2,0.1,0.2,0.2,0.2,
100,100,100,100,100,100,100,
0.4,0.1,0.2,1.7,0.1,0.1,0.2,
100,100,100,100,100,100,100,
0.5,0.1,0.1,0.1,0.1,0.1,0.1,
100,100,100,100,100,100,100,
5.7,1.4,0.1,0.1,0.1,0.1,0.1,
100,100,100,100,100,100,100,
1.4,0.1,0.1,0,0.1,0.1,0.1,
100,100,100,100,100,100,100,
0.6,0.1,0.1,0.1,0.1,0.1,0.1,
100,100,100,100,100,100,100,
1.6,0.1,0.1,0.1,0.1,0.1,0.1,
100,100,100,100,100,100,100,
0.7,0.1,0.1,0.1,0.1,0.1,0.1,
100,100,100,100,100,100,100,
0.3,1.1,0.1,0.1,0.1,0.1,0.1,
100,100,100,100,100,100,100,
39.5,15.6,26.7,48.2,99.5,99.7,99.7,
100,100,100,100,100,100,100,
0.2,5.9,0.7,4.4,0.1,0.1,0.1,
100,100,100,100,100,100,100,
0.6,0.1,0.1,0.1,0.1,0.1,0.1,
100,100,100,100,100,100,100,
0.9,1.5,0.1,0.1,0.1,0.1,0.1,
100,100,100,100,100,100,100,
0.2,0.3,0.2,0.1,0.4,0.5,0.2,
100,100,100,100,100,100,100,
0.4,0.2,0.2,0.1,0.6,0.6,0.2,
100,100,100,100,100,100,100,
0.2,0.2,0.1,0.1,0.5,0.6,0.2,
100,100,100,100,100,100,100,
0.4,0.3,0.1,0.1,0.8,0.6,0.2,
100,100,100,100,100,100,100,
0.4,0.3,0.2,0.2,0.6,0.3,0.2,
100,100,100,100,100,100,100,
1,0.1,0.1,0.2,0.2,0.2,0.2,
100,100,100,100,100,100,100,
6.4,0.1,0.1,0.1,0.2,0.1,0.2,
100,100,100,100,100,100,100,
0.5,0.1,0.1,0.1,0.2,0.1,0.1,
100,100,100,100,100,100,100,
38,83.9,72.5,52.4,0.3,0.2,0.2,
100,100,100,100,100,100,100,
0.2,0.1,0.5,0.1,0.1,0.1,0.1,
100,100,100,100,100,100,100,
0,0,0,0,0,11.2,3.4,
100,100,100,100,100,100,100,
2.5,0.1,0.1,0.1,0.1,0.1,0.2,
100,100,100,100,100,100,100,
0.3,0.1,0.1,0.1,0.1,0.5,0.1,
100,100,100,100,100,100,100,
0.4,0.5,0.5,0.4,0.5,0.5,0.4,
100,100,100,100,100,100,100,
0.1,0.5,0.1,0.1,0.1,0.1,0.1,
100,100,100,100,100,100,100,
0.6,0.1,0.1,0.1,0.1,0.2,0.1,
100,100,100,100,100,100,100,
0.2,0.6,0.4,0.3,0.4,0.8,0.2,
100,100,100,100,100,100,100,
0.4,0.4,0.4,0.4,0.4,0.3,0.5,
100,100,100,100,100,100,100,
0.5,0.1,0.1,0.1,0.2,0.1,0.1,
100,100,100,100,100,100,100,
37.1,85.2,74.2,51.4,0.3,0.1,0.1,
100,100,100,100,100,100,100,
0.6,0.1,0.1,0.1,0.1,0.1,0.1,
100,100,100,100,100,100,100,
0.7,0.1,0.2,0.2,0.2,0.2,0.2,
100,100,100,100,100,100,100,
0.2,0.1,0.2,0.5,0.2,0.1,0.2,
100,100,100,100,100,100,100,
0.4,0.3,0.3,0.1,0.4,0.5,0.4,
100,100,100,100,100,100,100,
0.5,0.1,0.2,0.1,0.2,0.2,0.2,
100,100,100,100,100,100,100,
1.9,0.2,0.2,0.2,0.2,0.2,0.2,
