43 7 
1,52,73,104,155,186,207,
100,100,100,100,100,100,100,
0.5,0.1,0.1,0.1,0.2,0.1,0.2,
100,100,100,100,100,100,100,
0.2,0.1,0.1,0.1,0.1,0.1,0.5,
100,100,100,100,100,100,100,
0.6,0.1,0.1,25,0.3,0.2,0.9,
100,100,100,100,100,100,100,
0.1,0.1,0.1,0,0.1,0.1,0.5,
100,100,100,100,100,100,100,
0.5,0.2,0.2,0.1,0.2,0.1,0.2,
100,100,100,100,100,100,100,
0.4,10.8,10,34.2,0.3,0.1,0.2,
100,100,100,100,100,100,100,
0.8,0.1,0.1,0.1,0.2,0.1,0.2,
100,100,100,100,100,100,100,
0.2,0.1,0.2,0.2,0.2,0.2,18.3,
100,100,100,100,100,100,100,
0.7,0.1,0.1,0.2,0.1,0.1,0.2,
100,100,100,100,100,100,100,
0.7,0.1,0.1,0,0.1,0.1,0.1,
100,100,100,100,100,100,100,
0.7,0.1,0.2,0.2,0.2,0.2,0.2,
100,100,100,100,100,100,100,
0.2,0,0.1,0,0.1,0.1,0.8,
100,100,100,100,100,100,100,
1.7,0.1,0.1,0.1,0.1,0.1,0.1,
100,100,100,100,100,100,100,
0.8,0.1,0.1,0.1,0.1,0.1,0.1,
100,100,100,100,100,100,100,
2.9,0.1,0.1,0.1,0.1,0.1,0.1,
100,100,100,100,100,100,100,
2.6,0.1,0.1,0.1,0.1,0.1,0.1,
100,100,100,100,100,100,100,
0.6,0.2,0.1,0.2,0.2,0.2,0.2,
100,100,100,100,100,100,100,
2.8,31.5,92.8,94.6,99.5,99.3,99.5,
100,100,100,100,100,100,100,
0.5,0.1,0.1,0,0.1,0.1,0.1,
100,100,100,100,100,100,100,
0.6,0.1,0.1,0.1,0.1,0.1,0.3,
100,100,100,100,100,100,100,
0.6,0.3,0.1,0.1,0.1,0.1,0.1,
100,100,100,100,100,100,100,
0.7,0.1,0.1,0.1,0.1,0.1,0.1,
100,100,100,100,100,100,100,
0.6,0.1,0.1,0.1,0.1,0.1,0.1,
100,100,100,100,100,100,100,
0.5,0.1,0.2,0.1,0.1,0.1,0.2,
100,100,100,100,100,100,100,
0.5,0.1,0.1,0,0.1,0.1,0.1,
100,100,100,100,100,100,100,
0.5,0.1,0.1,0.1,0.1,0.1,0.1,
100,100,100,100,100,100,100,
0.6,0.1,0.2,0.1,0.4,0.2,0.1,
100,100,100,100,100,100,100,
0.7,0.1,0.2,0.1,0.2,0.1,0.1,
100,100,100,100,100,100,100,
10.7,67.8,6.8,5,0.2,0.3,0.2,
100,100,100,100,100,100,100,
0.6,0.1,0.1,0.1,0.2,0.1,0.2,
100,100,100,100,100,100,100,
1,0.1,0.1,0,0.1,0.1,0.1,
100,100,100,100,100,100,100,
11.9,0.1,0.1,0.1,0.1,0.2,0.1,
100,100,100,100,100,100,100,
6,32.2,93.4,94.9,99.6,99.3,99.5,
100,100,100,100,100,100,100,
0.6,0.1,0.1,0.1,0.1,0.1,0.1,
100,100,100,100,100,100,100,
5.5,32.3,93.1,94.8,99.3,99,99.2,
100,100,100,100,100,100,100,
0.3,0.4,0.4,0.2,0.4,0.5,0.2,
100,100,100,100,100,100,100,
0.4,0.1,0.1,0.1,0.5,0.1,0.1,
100,100,100,100,100,100,100,
0.6,0.1,0.2,0.2,0.2,0.2,0.2,
100,100,100,100,100,100,100,
0.6,0.1,0.1,0.1,0.1,0.1,0.1,
100,100,100,100,100,100,100,
0.8,0,0.1,0.1,0.1,0.1,0.1,
100,100,100,100,100,100,100,
2.5,0.1,0.1,0.1,0.1,0.1,0.1,
100,100,100,100,100,100,100,
0.5,0,0.1,0.1,0.1,0.1,0.1,
100,100,100,100,100,100,100,
1.7,0.1,0.2,0.1,0.1,0.1,0.1,
