439 2 
1,52,
100,100,
0.2,0.2,
100,100,
0.2,0.3,
100,100,
1,1.3,
100,100,
4.5,3.8,
100,100,
14.3,3.2,
100,100,
2.8,0.9,
100,100,
0.5,0.2,
100,100,
0.1,0.1,
100,100,
0.2,0.2,
100,100,
0.1,0.2,
100,100,
0.1,0.1,
100,100,
0.1,0.1,
100,100,
0.1,0.1,
100,100,
0.1,0.1,
100,100,
0.1,0.1,
100,100,
0.1,0.2,
100,100,
0.1,0.6,
100,100,
0.1,0.2,
100,100,
0.1,0.1,
100,100,
0.2,0.2,
100,100,
0.1,0.1,
100,100,
0.2,0.2,
100,100,
0.5,0.2,
100,100,
0.5,0.2,
100,100,
0.2,0.2,
100,100,
0.3,0.4,
100,100,
0.2,0.2,
100,100,
33.5,31,
100,100,
0.5,0.4,
100,100,
0.2,0.2,
100,100,
0.2,0.2,
100,100,
99.6,99.5,
100,100,
0.2,0.2,
100,100,
0.1,0.1,
100,100,
0.1,0.2,
100,100,
0.1,0.1,
100,100,
0.4,0.2,
100,100,
0.5,0.5,
100,100,
0.6,0.5,
100,100,
3.6,3.6,
100,100,
7.3,7,
100,100,
9.8,9.5,
100,100,
13.2,13.2,
100,100,
15.2,15.2,
100,100,
1.2,1.1,
100,100,
0.8,0.7,
100,100,
0.5,0.6,
100,100,
0.1,0.1,
100,100,
0.1,0.1,
100,100,
14,6.8,
100,100,
99.6,99.5,
100,100,
0.2,0.2,
100,100,
0.1,0.1,
100,100,
1.2,15.9,
100,100,
0.2,0.2,
100,100,
0.2,4.9,
100,100,
0.2,0.2,
100,100,
0.2,0.3,
100,100,
0.5,0.2,
100,100,
1.1,0.9,
100,100,
1.5,1.3,
100,100,
0.2,0.2,
100,100,
0.1,0.1,
100,100,
0.1,0.2,
100,100,
0.2,0.5,
100,100,
0.2,0.5,
100,100,
0.2,0.4,
100,100,
0.2,0.5,
100,100,
0.1,0.4,
100,100,
0.1,0.4,
100,100,
0.1,1,
100,100,
0.1,0.1,
100,100,
