39 7 
1,52,73,104,155,186,207,
100,100,100,100,100,100,100,
0.5,0.1,0.1,0,0.1,0.1,0.1,
100,100,100,100,100,100,100,
0.4,0.1,0.1,0.5,0.2,0.1,0.2,
100,100,100,100,100,100,100,
0.5,0.1,0.1,0.1,0.1,0.1,0.2,
100,100,100,100,100,100,100,
0.6,0.1,0.1,0.1,0.1,0.1,0.1,
100,100,100,100,100,100,100,
0.5,0.1,0.1,0.1,0.1,0.1,0.1,
100,100,100,100,100,100,100,
0.5,0.1,0.1,0.1,0.1,0.1,0.1,
100,100,100,100,100,100,100,
0.2,0.2,0.2,0.2,0.5,0.2,0.2,
100,100,100,100,100,100,100,
0.6,0.1,0.1,0.1,0.1,0.1,0.1,
100,100,100,100,100,100,100,
0.5,0.1,0.1,0.1,0.1,0.1,0.1,
100,100,100,100,100,100,100,
0.6,0.1,0.1,0.1,0.1,0.1,0.1,
100,100,100,100,100,100,100,
0.5,0.1,0.1,0.1,0.1,0.1,0.1,
100,100,100,100,100,100,100,
2.4,0.4,0.4,0.6,0.4,0.2,2.5,
100,100,100,100,100,100,100,
2.1,0.4,0.4,0.7,0.4,0.2,2.4,
100,100,100,100,100,100,100,
1.8,0.4,0.3,0.5,0.3,0.2,2.2,
100,100,100,100,100,100,100,
1.8,0.4,0.3,0.5,0.3,0.2,2.2,
100,100,100,100,100,100,100,
1.8,0.4,0.3,0.5,0.3,0.2,2.2,
100,100,100,100,100,100,100,
1.8,0.4,0.3,0.6,0.3,0.2,2.3,
100,100,100,100,100,100,100,
1.9,0.4,0.3,0.6,0.3,0.2,2.3,
100,100,100,100,100,100,100,
1.8,0.4,0.2,0.5,0.3,0.2,2.2,
100,100,100,100,100,100,100,
0.5,0.1,0.1,0.1,0.1,0.1,0.2,
100,100,100,100,100,100,100,
0.3,10.7,10.7,35.7,0.5,0.2,0.3,
100,100,100,100,100,100,100,
0.6,0.1,0.1,0.1,0.1,0.1,0.2,
100,100,100,100,100,100,100,
0.3,0.1,0.2,2,0.2,0.1,0.2,
100,100,100,100,100,100,100,
0.3,0.1,0.1,1.5,0.2,0,0.1,
100,100,100,100,100,100,100,
0.3,0.2,0.2,0.3,1.2,0.2,0.2,
100,100,100,100,100,100,100,
0.5,0,0.1,0.1,0.1,0.1,0.1,
100,100,100,100,100,100,100,
0.5,0.1,0.1,0.1,0.1,0.1,0.1,
100,100,100,100,100,100,100,
0.3,0.3,0.4,0.3,0.4,0.5,0.3,
100,100,100,100,100,100,100,
0.3,0.4,0.4,0.3,0.4,0.5,0.4,
100,100,100,100,100,100,100,
0.5,0.5,0.6,0.4,0.6,0.5,0.5,
100,100,100,100,100,100,100,
0.6,0.7,0.4,0.5,0.4,0.5,0.6,
100,100,100,100,100,100,100,
0.5,0.1,0.2,0.1,0.2,0.2,0.2,
100,100,100,100,100,100,100,
4.2,14.4,22.9,42.1,99.5,99.7,99.8,
100,100,100,100,100,100,100,
0.4,0.6,0.4,0.5,0.3,0.3,0.3,
100,100,100,100,100,100,100,
1.4,1.5,1.4,1,1.1,1.1,1.1,
100,100,100,100,100,100,100,
0.8,0.1,0.1,0.1,0.1,0.1,0.1,
100,100,100,100,100,100,100,
0.3,36.7,21.5,15.2,0.2,0.2,0.2,
100,100,100,100,100,100,100,
0.5,5.8,0.8,4.7,0.1,0.1,0.1,
100,100,100,100,100,100,100,
0.2,0.1,0.2,0.2,1,14.5,7.3,
