439 2 
1,52,
100,100,
0.4,0.2,
100,100,
0.5,0.2,
100,100,
1.2,1.3,
100,100,
6.5,4.4,
100,100,
11.9,10.5,
100,100,
2.6,1.8,
100,100,
0.6,0.4,
100,100,
0.2,0.1,
100,100,
0.5,0.2,
100,100,
0.1,0.1,
100,100,
0.3,0.1,
100,100,
0.6,0.1,
100,100,
0.3,0.1,
100,100,
0.6,0.1,
100,100,
1,0.1,
100,100,
0.7,0.1,
100,100,
2.1,0.1,
100,100,
1.4,0.2,
100,100,
0.2,0.1,
100,100,
0.6,0.2,
100,100,
0.6,0,
100,100,
1,0.2,
100,100,
0.3,0.3,
100,100,
0.3,0.3,
100,100,
0.6,0.2,
100,100,
0.4,0.5,
100,100,
0.9,0.2,
100,100,
0.5,0.5,
100,100,
0.4,0.5,
100,100,
0.5,0.2,
100,100,
1.4,0.2,
100,100,
0.2,0.4,
100,100,
0.2,0.1,
100,100,
3.9,1.2,
100,100,
0.9,0.1,
100,100,
0.2,10.5,
100,100,
0.5,0.3,
100,100,
0.6,0.5,
100,100,
0.8,0.5,
100,100,
3.9,3.6,
100,100,
7.6,7.8,
100,100,
9.8,10.4,
100,100,
13.5,13.6,
100,100,
14.9,15.7,
100,100,
0.8,0.7,
100,100,
0.6,0.5,
100,100,
0.5,0.5,
100,100,
0.5,0.1,
100,100,
1.4,0.1,
100,100,
0.9,0,
100,100,
0.1,0,
100,100,
39.6,86.9,
100,100,
0.2,0.1,
100,100,
0.3,0.1,
100,100,
4.3,0.2,
100,100,
0.2,0.2,
100,100,
2,0.2,
100,100,
0.3,3,
100,100,
0.2,0.3,
100,100,
0.6,0.8,
100,100,
0.9,1.2,
100,100,
0.5,0.2,
100,100,
0.5,0.1,
100,100,
0.5,0.1,
100,100,
3.1,0.4,
100,100,
3.1,0.3,
100,100,
3,0.3,
100,100,
3.1,0.4,
100,100,
3,0.2,
100,100,
3,0.3,
100,100,
0.1,0.1,
100,100,
0.8,0,
100,100,
0.7,0.1,
