25 7 
1,52,73,104,155,186,207,
100,100,100,100,100,100,100,
4.8,0.2,0.2,0.2,0.2,0.2,0.2,
100,100,100,100,100,100,100,
0.3,0.1,0.1,0.7,0.1,0.1,0.1,
100,100,100,100,100,100,100,
0.5,0.1,0.1,0.1,0.1,0.2,0.1,
100,100,100,100,100,100,100,
1.2,0.1,0.1,0.1,0.1,0.1,0.1,
100,100,100,100,100,100,100,
0.5,0.1,0.1,0.1,0.1,0.1,0.1,
100,100,100,100,100,100,100,
0.8,0.1,0.2,0.2,0.2,0.2,0.2,
100,100,100,100,100,100,100,
0.5,0.1,0.1,0.1,0.3,0.2,0.2,
100,100,100,100,100,100,100,
0.8,0.1,0.1,0.1,0.1,0.1,0.1,
100,100,100,100,100,100,100,
0.6,0.2,0.2,0.1,0.2,0.2,0.2,
100,100,100,100,100,100,100,
0.5,0.1,0.1,0.1,0.2,0.1,0.2,
100,100,100,100,100,100,100,
0.5,0.1,0.1,0.1,0.1,0.2,0.2,
100,100,100,100,100,100,100,
0.4,0.2,0.2,0.5,0.2,0.3,0.3,
100,100,100,100,100,100,100,
0.8,0.4,0.3,0.3,0.4,0.3,0.4,
100,100,100,100,100,100,100,
0.6,0,0.1,0.1,0.1,0.1,0.1,
100,100,100,100,100,100,100,
0.5,0.1,0.1,0,0.1,0.1,0.1,
100,100,100,100,100,100,100,
0.5,0.1,0.2,0.1,0.1,0.1,0.1,
100,100,100,100,100,100,100,
0.4,0.4,0.4,0.4,0.5,0.4,0.5,
100,100,100,100,100,100,100,
0.7,0.1,0.1,0.1,0.1,0.1,0.1,
100,100,100,100,100,100,100,
0.8,0.1,0.1,0.1,0.1,0.1,0.1,
100,100,100,100,100,100,100,
0.6,0.5,0.3,0.2,0.3,0.3,0.2,
100,100,100,100,100,100,100,
0.5,0.1,0.1,0.1,0.2,0.1,0.1,
100,100,100,100,100,100,100,
0.2,27.7,36.2,5.3,0.1,0.1,0.1,
100,100,100,100,100,100,100,
0.2,0.1,0.8,0.1,0.2,0.1,0.2,
100,100,100,100,100,100,100,
0.5,0.1,0.1,0.1,0.1,0.1,0.1,
100,100,100,100,100,100,100,
0.2,1.4,0.1,0.1,0.1,0.1,0.1,
