45 7 
1,52,73,104,155,186,207,
100,100,100,100,100,100,100,
5.7,0.2,0.2,0.2,0.2,0.2,0.2,
100,100,100,100,100,100,100,
0.5,0.1,0.1,0.1,0.1,0.1,0.1,
100,100,100,100,100,100,100,
0.6,0.2,0.2,0.2,0.2,0.2,0.2,
100,100,100,100,100,100,100,
0.5,0.2,0.2,0.2,0.2,0.2,0.3,
100,100,100,100,100,100,100,
0.5,0.2,0.2,0.1,0.2,0.2,0.2,
100,100,100,100,100,100,100,
0.3,0.7,18.2,35.8,99.3,99.4,99.5,
100,100,100,100,100,100,100,
1.8,1.7,1.8,2,2.3,2.6,1.8,
100,100,100,100,100,100,100,
0.6,0.6,0.7,0.7,0.8,1,0.6,
100,100,100,100,100,100,100,
0.7,0.1,0.2,0.1,0.2,0.2,0.2,
100,100,100,100,100,100,100,
0.6,0.7,0.7,0.6,0.6,0.6,0.7,
100,100,100,100,100,100,100,
0.6,0.1,0.1,0.1,0.1,0.1,0.1,
100,100,100,100,100,100,100,
0.7,0.5,0.2,0.2,0.2,0.2,0.6,
100,100,100,100,100,100,100,
1.3,0.1,0.1,0.1,0.1,0.1,0.1,
100,100,100,100,100,100,100,
1.5,0.1,0.1,0.1,0.1,0.1,0.1,
100,100,100,100,100,100,100,
0.2,0.1,0.1,0.2,0.1,11.3,3.3,
100,100,100,100,100,100,100,
0.4,26.8,8.8,8.9,0.1,0.1,0.1,
100,100,100,100,100,100,100,
0.1,0.1,0.1,0.1,0.8,34.4,28.6,
100,100,100,100,100,100,100,
0.6,0.1,0.1,0.1,0.1,0.1,0.1,
100,100,100,100,100,100,100,
0.3,0.7,0.2,0.2,0.2,0.2,0.2,
100,100,100,100,100,100,100,
0.7,0.1,0.1,0.1,0.2,0.1,0.1,
100,100,100,100,100,100,100,
1,0.1,0.1,0.1,0.1,0.1,0.1,
100,100,100,100,100,100,100,
0.5,0.1,0.1,0.1,0.1,0.1,0.1,
100,100,100,100,100,100,100,
0.4,0.1,0.1,0.1,0.1,31.7,28.8,
100,100,100,100,100,100,100,
0.2,0.1,0.2,0.1,0.1,0.7,0.2,
100,100,100,100,100,100,100,
21.8,0,0.1,0,0.1,0.1,0.1,
100,100,100,100,100,100,100,
0.8,0,0.1,0.1,0.1,0.1,0.1,
100,100,100,100,100,100,100,
4.3,15.8,30,44,99.6,99.7,99.7,
100,100,100,100,100,100,100,
0.4,4.1,0.1,0.1,0.1,0.1,0.2,
100,100,100,100,100,100,100,
0.5,0.2,0.2,0.2,0.1,0.1,0.2,
100,100,100,100,100,100,100,
0.6,0.2,0.2,0.1,0.2,0.2,0.2,
100,100,100,100,100,100,100,
0.5,0.1,0.1,0.2,0.3,0.1,0.1,
100,100,100,100,100,100,100,
0.9,0,0.1,0,0.1,0,0.1,
100,100,100,100,100,100,100,
0.2,0.1,0.1,0.1,0.6,0.1,0.1,
100,100,100,100,100,100,100,
0.5,0.1,0.1,0.1,0.1,0.1,0.1,
100,100,100,100,100,100,100,
0.5,0.1,0.1,0.1,0.1,0.1,0.1,
100,100,100,100,100,100,100,
0.5,0.1,0.1,0.1,0.1,0.1,0.1,
100,100,100,100,100,100,100,
0.5,0.1,0.1,0.1,0.1,0.1,0.2,
100,100,100,100,100,100,100,
0.6,0.1,0.1,0.1,0.2,0.2,0.2,
100,100,100,100,100,100,100,
0.5,0.2,0.1,0.1,0.1,0.1,0.2,
100,100,100,100,100,100,100,
1.4,11.7,23.2,47.1,99.3,99.6,99.6,
100,100,100,100,100,100,100,
0.6,0.2,0.2,0.2,0.1,0.2,0.2,
100,100,100,100,100,100,100,
0.4,0.1,0.1,0.1,2.1,0.1,0.4,
100,100,100,100,100,100,100,
0.6,0.1,0.1,0,0.1,0.1,0.1,
100,100,100,100,100,100,100,
0.7,0.2,0.2,0.1,0.2,0.1,0.2,
100,100,100,100,100,100,100,
0.5,0.1,0.1,0.1,0.1,0.2,0.2,
