439 2 
1,52,
100,100,
0.1,0.7,
100,100,
0.1,0.2,
100,100,
1.8,1.1,
100,100,
5.2,3.4,
100,100,
3.3,5.4,
100,100,
0.5,1.2,
100,100,
0.1,0.3,
100,100,
10.9,0.1,
100,100,
0.1,0.2,
100,100,
0,0.1,
100,100,
0.5,0.1,
100,100,
0.1,0.1,
100,100,
0.1,4,
100,100,
0.1,0.1,
100,100,
0.1,0.1,
100,100,
0.2,0.1,
100,100,
0.1,0.1,
100,100,
0.2,0.1,
100,100,
1.6,0.1,
100,100,
0.1,0.2,
100,100,
0.1,0.2,
100,100,
0.1,0.2,
100,100,
0.4,0.4,
100,100,
0.4,0.4,
100,100,
0.1,0.2,
100,100,
0.2,0.3,
100,100,
0.2,0.2,
100,100,
0.2,0.5,
100,100,
0.2,0.4,
100,100,
0.1,0.2,
100,100,
0.2,0.2,
100,100,
35.8,99.4,
100,100,
0.1,0.2,
100,100,
0.1,0.1,
100,100,
0.1,0.2,
100,100,
0.1,0.1,
100,100,
0.3,0.2,
100,100,
0.4,0.4,
100,100,
0.4,0.5,
100,100,
3.4,3.5,
100,100,
7.1,6.7,
100,100,
9.6,9.2,
100,100,
12.6,13,
100,100,
14.5,15.1,
100,100,
0.8,1.3,
100,100,
0.6,0.8,
100,100,
0.5,0.6,
100,100,
0.1,0.1,
100,100,
0.1,0.1,
100,100,
0.1,0.7,
100,100,
24.8,99.4,
100,100,
56.2,0.4,
100,100,
0.1,0.2,
100,100,
0.2,0.2,
100,100,
0.2,0.2,
100,100,
0.1,0.2,
100,100,
0.3,0.2,
100,100,
1.6,0.2,
100,100,
0.3,0.4,
100,100,
0.9,0.9,
100,100,
1.3,1.2,
100,100,
0.1,0.2,
100,100,
0.1,0.1,
100,100,
0.1,0.2,
100,100,
1.7,0.2,
100,100,
1.6,0.2,
100,100,
1.6,0.2,
100,100,
1.7,0.2,
100,100,
1.6,0.1,
100,100,
1.6,0.1,
100,100,
0.1,0.1,
100,100,
0.1,0.1,
