Fsi	Fsd	Fsi_l	Fsd_l	tl	th
0.000392272	0.000392272	0	0	185	0
9.80681e-05	9.80681e-05	0	0	185	0
0.00260746	0.00049034	0	0	176.5	0
0	0	0	0	185	0
0.000588408	0.000588408	0	0	185	0
0.00180985	0.00272679	0	0	56.4688	0
0.000686476	0.000686476	0	0	158	0
0.000196136	0.000196136	0	0	185	0
0.000588408	0.000588408	0	0	164.429	0
0.000588408	0.000588408	0	0	164.429	0
0.000686476	0.000686476	0	0	164.429	0
0.000131182	0.000131182	0	0	154	0
0.000351099	0.000588408	0	0	162	0
0.000686476	0.000686476	0	0	158	0
0.000353561	0.000784544	0	0	146.524	0
0.000104134	0.00049034	0	0	168.75	0
0.000588408	0.000588408	0	0	173	0
0.0182914	0.00993295	0	0	25.5	0
0.000392272	0.000392272	0	0	185	0
0.00049034	0.00049034	0	0	173	0
0.000686476	0.000686476	0	0	173	0
0.000588408	0.000588408	0	0	164.429	0
0.00049034	0.00049034	0	0	173	0
0.00049034	0.00049034	0	0	185	0
0.000392272	0.000392272	0	0	185	0
0.000392272	0.000392272	0	0	185	0
0.000588408	0.000588408	0	0	173	0
0.000686476	0.000686476	0	0	164.429	0
0.00529735	0.00507748	0	0	0	0
0.00049034	0.00049034	0	0	173	0
0	0	0	0	154	0
0	0.000708245	0	0	124.667	0
0.0193226	0.0193079	0	0	4.03946	0
0.00049034	0.00049034	0	0	173	0
0.0197146	0.0112076	0	0	5.52232	0
0.000784544	0.000784544	0	0	185	0
0.000294204	0.000294204	0	0	185	0
0.000588408	0.000588408	0	0	173	0
0.00049034	0.00049034	0	0	173	0
0.000808081	0.000808081	0	0	179	0
3.17279e-05	0.000392272	0	0	185	0
0.00046176	0.00046176	0	0	206	0
0.000449167	0.000686476	0	0	162	0
