Fsi	Fsd	Fsi_l	Fsd_l	tl	th
0.000396118	0	0	0	51	0
0.000396118	0	0	0	51	0
0	-0.000396118	0	0	51	0
-0.000350058	0	0	0	51	0
0	0.00256986	0	0	9.27273	0
0.00107705	0	0	0	25.5	0
0.00158447	0	0	0	51	0
0	0	0	0	51	0
0.000396118	0	0	0	51	0
0	0	0	0	51	0
0	0	0	0	51	0
0	0	0	0	51	0
0	0	0	0	51	0
0	0	0	0	51	0
0	0	0	0	51	0
0	0	0	0	51	0
0	0	0	0	51	0
0	0	0	0	51	0
0	0	0	0	51	0
0.000396118	0	0	0	51	0
0	0	0	0	51	0
0.000396118	0	0	0	51	0
0.00158447	0	0	0	51	0
0.00158447	0	0	0	51	0
0.000396118	0	0	0	51	0
0.000792236	0	0	0	51	0
0.000396118	0	0	0	51	0
0	0.00855364	0	0	0	0
0.00158447	0	0	0	51	0
0.000396118	0	0	0	51	0
0.000396118	0	0	0	51	0
0	0.0363954	0	0	0	2.19355
0.000396118	0	0	0	51	0
0	0	0	0	51	0
0	0	0	0	51	0
0	0	0	0	51	0
0.00118835	0	0	0	51	0
0.00158447	0	0	0	51	0
0.00198059	0	0	0	42.5	0
1.65049e-05	0	0	0	34	0
0	0.000265457	0	0	25.5	0
0	-0.000370661	0	0	0	0
0	0.00291398	0	0	13.9091	0
0	0.00368583	0	0	11.7692	0
-0.000262294	0	0	0	51	0
0.00277283	0	0	0	31.875	0
0.00158447	0	0	0	51	0
0	0	0	0	51	0
0	0	0	0	51	0
0	0.0009877	0	0	0	0
0	0.0363954	0	0	0	2.19355
0.000396118	0	0	0	51	0
0	0	0	0	51	0
-0.000262294	0	0	0	51	0
0.000396118	0	0	0	51	0
0.000396118	0	0	0	51	0
0.000396118	0	0	0	51	0
0.000396118	0	0	0	51	0
0.00158447	0	0	0	51	0
0	-0.000396118	0	0	51	0
0.0006781	0	0	0	51	0
0.000396118	0	0	0	51	0
0	0	0	0	51	0
0	0	0	0	51	0
0.000396118	0	0	0	51	0
0.000396118	0	0	0	51	0
0.000396118	0	0	0	51	0
0.000396118	0	0	0	51	0
0	0	0	0	51	0
0	0	0	0	51	0
0	0	0	0	51	0
0	0	0	0	51	0
0	0	0	0	0	0
0.000396118	0	0	0	51	0
0	0	0	0	51	0
0	0	0	0	51	0
0	0	0	0	51	0
0	0	0	0	51	0
0	0	0	0	51	0
0	0	0	0	51	0
0	0	0	0	51	0
0	0	0	0	51	0
0	0.0359914	0	0	0	2.21739
0	0	0	0	51	0
0	0	0	0	51	0
0	0	0	0	51	0
0.00158447	0	0	0	51	0
0.00198059	0	0	0	42.5	0
0.00198059	0	0	0	42.5	0
0.00198059	0	0	0	42.5	0
0.000792236	0	0	0	51	0
0.000396118	0	0	0	51	0
0	0	0	0	51	0
0	0	0	0	51	0
0.000396118	0	0	0	51	0
0	0	0	0	51	0
0	0.00215846	0	0	17	0
0	0	0	0	51	0
0.00158447	0	0	0	51	0
0.00158447	0	0	0	51	0
0	0	0	0	51	0
0.000396118	0	0	0	51	0
0.00277283	0	0	0	31.875	0
0.000792236	0	0	0	51	0
0	0	0	0	51	0
0	0	0	0	51	0
0	0	0	0	51	0
0.000396118	0	0	0	51	0
0	0	0	0	51	0
0.00158447	0	0	0	51	0
0.000396118	0	0	0	51	0
0.000396118	0	0	0	51	0
0.000396118	0	0	0	51	0
0	0	0	0	51	0
0.000396118	0	0	0	51	0
0	0	0	0	51	0
0	0	0	0	51	0
0.000396118	0	0	0	51	0
0.000396118	0	0	0	51	0
0	0	0	0	51	0
0.000396118	0	0	0	51	0
0	0	0	0	51	0
0.000396118	0	0	0	51	0
0.000792236	0	0	0	51	0
0.000792236	0	0	0	51	0
0	0	0	0	51	0
0	0	0	0	51	0
0	0	0	0	51	0
0.00118835	0	0	0	51	0
0	0	0	0	51	0
0	0	0	0	51	0
0.000792236	0	0	0	51	0
0	0	0	0	51	0
0	0	0	0	51	0
0	0	0	0	51	0
0	0	0	0	51	0
0	0	0	0	51	0
0	0	0	0	51	0
0	0	0	0	51	0
0.000396118	0	0	0	51	0
0	0	0	0	51	0
0	0	0	0	51	0
0	0	0	0	51	0
0	0	0	0	51	0
0.000396118	0	0	0	51	0
0	0	0	0	51	0
0	0	0	0	51	0
0.000396118	0	0	0	51	0
0	0	0	0	51	0
0	0	0	0	51	0
0	0	0	0	51	0
0	0	0	0	51	0
0	0	0	0	51	0
0.000396118	0	0	0	51	0
0	0.0376075	0	0	1.0625	2.125
0	0	0	0	51	0
0	0	0	0	51	0
0	0	0	0	51	0
0	0	0	0	51	0
0	0	0	0	51	0
0	0	0	0	51	0
0	0	0	0	51	0
0	0	0	0	51	0
0.000396118	0	0	0	51	0
0	0	0	0	51	0
0.000792236	0	0	0	51	0
0	0	0	0	51	0
0	0	0	0	51	0
0.000396118	0	0	0	51	0
0	0.0376075	0	0	1.0625	2.125
0	0	0	0	51	0
0	-0.000396118	0	0	0	51
0.00158447	0	0	0	51	0
0	0	0	0	51	0
0.000396118	0	0	0	51	0
0	0	0	0	51	0
0	0	0	0	51	0
0	0	0	0	51	0
0	0	0	0	51	0
0	0	0	0	51	0
0	0	0	0	51	0
0	0	0	0	51	0
0	0	0	0	51	0
0	0	0	0	51	0
0.000396118	0	0	0	51	0
0	0	0	0	51	0
0	0	0	0	51	0
0	0	0	0	51	0
0	0	0	0	51	0
0	0	0	0	51	0
0	0	0	0	51	0
0	0	0	0	51	0
0	0	0	0	51	0
0	0	0	0	51	0
0.000396118	0	0	0	51	0
0	0.00894317	0	0	0	0
0	0	0	0	51	0
0	0	0	0	51	0
0	0	0	0	51	0
0.000396118	0	0	0	51	0
0	0	0	0	51	0
0	0	0	0	51	0
0.000396118	0	0	0	51	0
0.000396118	0	0	0	51	0
0.00118835	0	0	0	51	0
0.00277283	0	0	0	31.875	0
0	0	0	0	51	0
0.000396118	0	0	0	51	0
0	0	0	0	51	0
0.000396118	0	0	0	51	0
0	0	0	0	51	0
0	0	0	0	51	0
0	0	0	0	51	0
0	0	0	0	51	0
0	0	0	0	51	0
0	0	0	0	51	0
0	0	0	0	51	0
0.000396118	0	0	0	51	0
0	0	0	0	51	0
0.000396118	0	0	0	51	0
0	0	0	0	51	0
0.000396118	0	0	0	51	0
0.000396118	0	0	0	51	0
0.000396118	0	0	0	51	0
0	0.0372034	0	0	0.536842	2.14737
0.00042062	0	0	0	38.25	0
0	0	0	0	0	0
0.000396118	0	0	0	51	0
0.00198059	0	0	0	42.5	0
0	0	0	0	51	0
0.000396118	0	0	0	51	0
0	0	0	0	51	0
0	0	0	0	51	0
0	0.0015043	0	0	12.75	0
0	0	0	0	51	0
0	0.00970893	0	0	1.7	0
0	0	0	0	51	0
0.000396118	0	0	0	51	0
0	0	0	0	51	0
0	0	0	0	51	0
0	0	0	0	51	0
0	0.00638237	0	0	0	0
0.00237671	0	0	0	36.4286	0
0	0	0	0	51	0
0	0	0	0	51	0
0	0.0359914	0	0	0	2.21739
0	0	0	0	51	0
0	0	0	0	51	0
0.000396118	0	0	0	51	0
0	0	0	0	51	0
0	0	0	0	0	0
0	0	0	0	51	0
0	0	0	0	51	0
0	0	0	0	51	0
0	0	0	0	51	0
0	0	0	0	51	0
0.000396118	0	0	0	51	0
0	0	0	0	51	0
0	0.0363954	0	0	0	2.19355
0.000396118	0	0	0	51	0
0	0	0	0	51	0
0	0	0	0	51	0
0	0	0	0	51	0
0.000396118	0	0	0	51	0
0.000396118	0	0	0	51	0
0	0	0	0	51	0
0	0	0	0	51	0
0	0.0363954	0	0	0	2.19355
0.000396118	0	0	0	51	0
0	0	0	0	51	0
0	0	0	0	51	0
0	0	0	0	51	0
0	0	0	0	51	0
0	0	0	0	51	0
0	0	0	0	51	0
0.00158447	0	0	0	51	0
0	0	0	0	51	0
0.00158447	0	0	0	51	0
0.00158447	0	0	0	51	0
1.58044e-05	0	0	0	0	0
0	0	0	0	51	0
0	0	0	0	51	0
0	0	0	0	51	0
0	0	0	0	51	0
0	0	0	0	51	0
0	0	0	0	51	0
0	0	0	0	51	0
0	0	0	0	51	0
0.000396118	0	0	0	51	0
0	0	0	0	51	0
