Fsi	Fsd	Fsi_l	Fsd_l	tl	th
0.00118835	0	0	0	51	0
0.00158447	0	0	0	51	0
-0.000262294	0	0	0	51	0
0	-0.00035803	0	0	0	0
0	-0.00030819	0	0	0	0
0.00042062	0	0	0	38.25	0
0.00198059	0	0	0	42.5	0
0.000396118	0	0	0	51	0
0.00158447	0	0	0	51	0
0	0	0	0	51	0
0.000792236	0	0	0	51	0
0.00198059	0	0	0	42.5	0
0.000792236	0	0	0	51	0
0.00198059	0	0	0	42.5	0
0	0	0	0	0	0
0.00237671	0	0	0	36.4286	0
0	-0.000262294	0	0	51	0
0.000328488	0	0	0	51	0
0.000396118	0	0	0	51	0
0.00198059	0	0	0	42.5	0
0.00198059	0	0	0	42.5	0
0	0	0	0	0	0
0.000792236	0	0	0	51	0
0.000792236	0	0	0	51	0
0.00198059	0	0	0	42.5	0
0.00118835	0	0	0	51	0
0.00316894	0	0	0	28.3333	0
0.00158447	0	0	0	51	0
0.00118835	0	0	0	51	0
0.00158447	0	0	0	51	0
0.000328488	0	0	0	51	0
0.000396118	0	0	0	51	0
0.000396118	0	0	0	51	0
0.000848232	0	0	0	17	0
0.00316894	0	0	0	28.3333	0
0.000396118	0	0	0	51	0
0.00158447	0	0	0	51	0
0.00198059	0	0	0	42.5	0
0.00277283	0	0	0	31.875	0
0.000848232	0	0	0	17	0
0	-0.000363543	0	0	0	0
0	-0.000370661	0	0	0	0
0	0.00112194	0	0	0	0
0	8.74245e-05	0	0	0	0
0.00277283	0	0	0	31.875	0
0.00198059	0	0	0	42.5	0
0.00158447	0	0	0	51	0
0.00158447	0	0	0	51	0
0.000328488	0	0	0	51	0
0.00316894	0	0	0	28.3333	0
0	0	0	0	51	0
0	0.0103026	0	0	0	0
0.000396118	0	0	0	51	0
0.000792236	0	0	0	51	0
0	-0.000337521	0	0	51	0
0.000396118	0	0	0	51	0
0	0.000396118	0	0	0	0
0.000792236	0	0	0	51	0
0.000396118	0	0	0	51	0
0.00198059	0	0	0	42.5	0
0.00316894	0	0	0	28.3333	0
0.00158447	0	0	0	51	0
0.00158447	0	0	0	51	0
0.00158447	0	0	0	51	0
0	6.03225e-06	0	0	51	0
0	6.03225e-06	0	0	51	0
0	0.000792236	0	0	0	0
0	6.03225e-06	0	0	51	0
0	0.000792236	0	0	0	0
0	0.000792236	0	0	0	0
0	0	0	0	51	0
0.00277283	0	0	0	31.875	0
0.00237671	0	0	0	36.4286	0
0.00198059	0	0	0	42.5	0
0.00118835	0	0	0	51	0
0.00158447	0	0	0	51	0
-0.000255899	0	0	0	0	0
0.000328488	0	0	0	51	0
0.00198059	0	0	0	42.5	0
0.00104326	0	0	0	40.8	0
