Fsi	Fsd	Fsi_l	Fsd_l	tl	th
0.000882613	0.000882613	0	0	164.429	0
0.000392272	0.000392272	0	0	185	0
0.000266648	0.000686476	0	0	151.625	0
0.00480425	0.00140022	0	0	120.078	0
0.000196136	0.000196136	0	0	185	0
0	0	0	0	206	0
1.49342e-06	0.000196136	0	0	185	0
0	0	0	0	206	0
0	0.000294204	0	0	134	0
0.000588408	0.000588408	0	0	164.429	0
0.000392272	0.000392272	0	0	185	0
0.000980681	0.000980681	0	0	185	0
0.000392272	0.000392272	0	0	185	0
0.000784544	0.000784544	0	0	185	0
0.000588408	0.000588408	0	0	185	0
0.00174521	0.001983	0	0	60.9265	0
