Fsi	Fsd	Fsi_l	Fsd_l	tl	th
0.000392272	0.000392272	0	0	185	0
0.000294204	0.000294204	0	0	185	0
0.000392272	0.000392272	0	0	185	0
0.00049034	0.00049034	0	0	173	0
0.000392272	0.000392272	0	0	185	0
0.000392272	0.000392272	0	0	185	0
0.000294204	0.000294204	0	0	185	0
0.00049034	0.00049034	0	0	173	0
0.000392272	0.000392272	0	0	185	0
0.00049034	0.00049034	0	0	173	0
0.000392272	0.000392272	0	0	185	0
0.00055751	0.000882613	0	0	185	0
0.000588408	0.000523471	0	0	185	0
0.000935862	0.00117682	0	0	155.268	0
0.000935862	0.00117682	0	0	155.268	0
0.000935862	0.00117682	0	0	155.268	0
0.000935862	0.00117682	0	0	155.268	0
0.00103141	0.00127488	0	0	150.167	0
0.000837794	0.00107875	0	0	155.268	0
0.000392272	0.000392272	0	0	185	0
0.00241842	-8.29807e-05	0	0	57	0
0.00049034	0.00049034	0	0	173	0
0.000294204	9.80681e-05	0	0	206	0
0.000196136	9.80681e-05	0	0	206	0
0.000392272	0.000392272	0	0	185	0
0.00046176	0.00046176	0	0	206	0
0.000392272	0.000392272	0	0	185	0
0.000686476	0.000686476	0	0	185	0
0.000784544	0.000784544	0	0	185	0
0.00127488	0.00127488	0	0	179.833	0
0.00137295	0.00137295	0	0	149.571	0
0.00049034	0.00049034	0	0	185	0
0.00438971	0.000966863	0	0	62.1833	0
0.00107875	0.00107875	0	0	171.333	0
0.000330529	0.000330529	0	0	206	0
0.000686476	0.000686476	0	0	158	0
0.00409796	0.00302699	0	0	52.2727	0
0.00105303	0.000628464	0	0	107.5	0
0.000196136	0.000196136	0	0	185	0
