Fsi	Fsd	Fsi_l	Fsd_l	tl	th
0	0	0	0	51	0
0	0	0	0	51	0
0.00179956	0	0	0	29.1429	0
0	0.000128156	0	0	51	0
0	-0.000396118	0	0	51	0
0.00158447	0	0	0	51	0
0	0	0	0	51	0
0	-0.000373088	0	0	0	0
0	0	0	0	51	0
0	0	0	0	0	0
0.00158447	0	0	0	51	0
0	0	0	0	51	0
0	0	0	0	51	0
0	0	0	0	51	0
0	0	0	0	51	0
0.000396118	0	0	0	51	0
0	0	0	0	51	0
0.000396118	0	0	0	51	0
0.00104326	0	0	0	40.8	0
0	0	0	0	51	0
0	0	0	0	51	0
0	0	0	0	51	0
0.00118835	0	0	0	51	0
0.00118835	0	0	0	51	0
0	0	0	0	51	0
0.000396118	0	0	0	51	0
0.000396118	0	0	0	51	0
0.000396118	0	0	0	51	0
0.000396118	0	0	0	51	0
0	0	0	0	51	0
0.000396118	0	0	0	51	0
0	0.00732501	0	0	0	0
0	0	0	0	51	0
0	0	0	0	51	0
0	0	0	0	51	0
0	0	0	0	51	0
0.000792236	0	0	0	51	0
0.00118835	0	0	0	51	0
0.00118835	0	0	0	51	0
-0.000337521	0	0	0	51	0
0	0.00141816	0	0	34	0
0	-0.000140007	0	0	0	0
0	0.000465008	0	0	0	0
0	0.00142693	0	0	0	0
0.00277283	0	0	0	31.875	0
0.00198059	0	0	0	42.5	0
0.00158447	0	0	0	51	0
0	0	0	0	51	0
0	0	0	0	51	0
0	0	0	0	51	0
0	0.00320496	0	0	0	0
0	0.0203191	0	0	2.83333	0
0	0	0	0	51	0
0.000396118	0	0	0	51	0
0.000396118	0	0	0	51	0
0	0	0	0	51	0
0.000792236	0	0	0	51	0
0.00104326	0	0	0	40.8	0
0.000792236	0	0	0	51	0
0.00316894	0	0	0	28.3333	0
6.03225e-06	0	0	0	51	0
0	0	0	0	51	0
0	0	0	0	51	0
0	0	0	0	51	0
0.00141816	0	0	0	34	0
0.00104326	0	0	0	40.8	0
0.00104326	0	0	0	40.8	0
0.00141816	0	0	0	34	0
0.00104326	0	0	0	40.8	0
0.00104326	0	0	0	40.8	0
0	0	0	0	51	0
0	0	0	0	51	0
0	0	0	0	51	0
0	0	0	0	51	0
0.00141816	0	0	0	34	0
0	0	0	0	51	0
0	0	0	0	51	0
0	0	0	0	0	0
0	0	0	0	51	0
0	0	0	0	51	0
0	0	0	0	51	0
0	0	0	0	51	0
0	0.017037	0	0	3.32609	0
0	-0.000396118	0	0	51	0
0	0	0	0	51	0
0	0	0	0	51	0
0	0	0	0	51	0
0	0	0	0	51	0
0	0	0	0	51	0
0	0	0	0	51	0
0.000396118	0	0	0	51	0
0.000396118	0	0	0	51	0
0	0	0	0	51	0
0	0	0	0	51	0
0	0.0172091	0	0	1.0625	0
0	0	0	0	51	0
0	0	0	0	0	0
0	0	0	0	51	0
0	0	0	0	51	0
0.00118835	0	0	0	51	0
0	0	0	0	51	0
0	0	0	0	51	0
0.000792236	0	0	0	51	0
0.00118835	0	0	0	51	0
0	0	0	0	51	0
0	0.0167882	0	0	1.08511	0
0	0	0	0	51	0
0.000396118	0	0	0	51	0
0.00158447	0	0	0	51	0
0	0	0	0	51	0
0	0	0	0	51	0
0.000396118	0	0	0	51	0
0.000396118	0	0	0	51	0
0.00237671	0	0	0	36.4286	0
0	0	0	0	51	0
0	0	0	0	51	0
0	0	0	0	51	0
0.000396118	0	0	0	51	0
0	0	0	0	51	0
0	0	0	0	51	0
0	0	0	0	51	0
0	0	0	0	51	0
0	0	0	0	51	0
0.00158447	0	0	0	51	0
0.000792236	0	0	0	51	0
0	0	0	0	51	0
0	0	0	0	0	0
0	0	0	0	51	0
0.00118835	0	0	0	51	0
0	0	0	0	51	0
0	0	0	0	51	0
0.000396118	0	0	0	51	0
0	0	0	0	51	0
0	-0.000190342	0	0	51	0
0	0	0	0	51	0
0	0	0	0	51	0
0	0	0	0	51	0
0	0	0	0	51	0
0	0	0	0	51	0
0	0.00950683	0	0	0	0
0	0	0	0	0	0
0	0	0	0	51	0
0	0.0113136	0	0	4.78125	0
0	0	0	0	51	0
0.000396118	0	0	0	51	0
0.000396118	0	0	0	51	0
0	0	0	0	0	0
0.000396118	0	0	0	51	0
0	0	0	0	0	0
0	0	0	0	51	0
0	0	0	0	51	0
0	0	0	0	51	0
0	0	0	0	51	0
0.000396118	0	0	0	51	0
0	0.0341794	0	0	0	0
0	0	0	0	0	0
0	0	0	0	51	0
0	0	0	0	51	0
0	0	0	0	51	0
0	0	0	0	51	0
0	0	0	0	51	0
0	0	0	0	0	0
0	0	0	0	51	0
0	0	0	0	51	0
0	0	0	0	51	0
0	0.00158447	0	0	0	0
0	0	0	0	51	0
0	0	0	0	0	0
0	0	0	0	51	0
0	0.0328515	0	0	0	0
0	0	0	0	51	0
0	0.033294	0	0	0	0
0.000396118	0	0	0	51	0
0	0	0	0	51	0
0.000396118	0	0	0	51	0
0	0	0	0	51	0
0	0	0	0	51	0
0	0	0	0	51	0
0	0	0	0	51	0
0	0	0	0	51	0
0	0	0	0	51	0
0	0.00277283	0	0	0	0
0	0	0	0	51	0
0	0	0	0	51	0
0.000396118	0	0	0	51	0
0	0	0	0	51	0
0	0	0	0	51	0
0	0	0	0	51	0
0.00158447	0	0	0	51	0
0	0	0	0	51	0
0	0	0	0	51	0
0	0	0	0	51	0
0	0	0	0	51	0
0	0	0	0	51	0
0	0	0	0	51	0
0	0	0	0	51	0
0	0	0	0	51	0
0	0	0	0	51	0
0	0	0	0	51	0
0	0	0	0	51	0
0	0	0	0	51	0
0	0	0	0	51	0
0	0	0	0	51	0
0.00198059	0	0	0	42.5	0
0.000792236	0	0	0	51	0
0.00158447	0	0	0	51	0
-0.000370661	0	0	0	0	0
0.000396118	0	0	0	51	0
0	0	0	0	51	0
0	0.00277283	0	0	0	0
0.000792236	0	0	0	51	0
0	0.00179956	0	0	29.1429	0
0	0	0	0	51	0
0	0	0	0	51	0
0	0	0	0	51	0
0	0	0	0	51	0
0	0	0	0	51	0
0	0	0	0	51	0
0	0	0	0	51	0
0.000396118	0	0	0	51	0
0	0	0	0	51	0
0.000396118	0	0	0	51	0
0.000396118	0	0	0	51	0
0	0	0	0	51	0
0	0.00732501	0	0	0	0
0	-0.000396118	0	0	51	0
0.00237671	0	0	0	36.4286	0
0	0	0	0	51	0
0.00198059	0	0	0	42.5	0
0	0	0	0	51	0
0.000396118	0	0	0	51	0
0	0	0	0	51	0
0	0	0	0	51	0
0.000396118	0	0	0	51	0
-0.000370661	0	0	0	0	0
0	0	0	0	51	0
0	0	0	0	51	0
0.000396118	0	0	0	51	0
0	0	0	0	51	0
0	0	0	0	51	0
0	0	0	0	51	0
0	0	0	0	51	0
0	0	0	0	51	0
0	0	0	0	0	0
0	0	0	0	51	0
0.0210473	0	0	0	0	3.70909
0	0	0	0	51	0
0.000396118	0	0	0	51	0
0	0	0	0	51	0
0.000396118	0	0	0	51	0
0	0	0	0	0	0
0	0	0	0	51	0
0	0	0	0	51	0
0	0	0	0	51	0
0	0	0	0	51	0
0	0	0	0	51	0
0	0	0	0	51	0
0	0	0	0	51	0
0	0.0174149	0	0	4.43478	0
0.000396118	0	0	0	51	0
0	0	0	0	51	0
0	0	0	0	0	0
0	0	0	0	51	0
0	0	0	0	51	0
0.000396118	0	0	0	51	0
0	0	0	0	51	0
0	0	0	0	51	0
0	0.0141881	0	0	5.36842	0
0.000396118	0	0	0	51	0
0	0	0	0	51	0
0	0	0	0	51	0
0	0	0	0	51	0
0	0	0	0	51	0
0	0	0	0	51	0
0	0	0	0	51	0
0.00118835	0	0	0	51	0
0	0	0	0	51	0
0.00118835	0	0	0	51	0
0.000396118	0	0	0	51	0
0	0.00525992	0	0	9	0
0	0	0	0	51	0
0	0	0	0	51	0
0	0	0	0	0	0
0.00158447	0	0	0	51	0
0	0	0	0	51	0
0	0	0	0	51	0
0	0	0	0	51	0
0	0	0	0	51	0
0.000396118	0	0	0	51	0
0	0	0	0	51	0
0	0	0	0	51	0
0	0	0	0	51	0
0	0	0	0	51	0
0.00198059	0	0	0	42.5	0
0.00237671	0	0	0	36.4286	0
0.00158447	0	0	0	51	0
0.00158447	0	0	0	51	0
0.00158447	0	0	0	51	0
0.00198059	0	0	0	42.5	0
0.00198059	0	0	0	42.5	0
0.00158447	0	0	0	51	0
0	0	0	0	51	0
0	0.00797468	0	0	0	0
0	0	0	0	51	0
0	0.000396118	0	0	0	0
0.0006781	0	0	0	51	0
0.000792236	0	0	0	51	0
0	0	0	0	51	0
0	0	0	0	51	0
0.000792236	0	0	0	51	0
0.000792236	0	0	0	51	0
0.00118835	0	0	0	51	0
0.00158447	0	0	0	51	0
0	0	0	0	51	0
0	0.0153979	0	0	4.97561	0
0.00158447	0	0	0	51	0
0	-0.000396118	0	0	51	0
0	0	0	0	51	0
0	0.00368583	0	0	11.7692	0
-5.4637e-05	0	0	0	17	0
0.000396118	0	0	0	51	0
0.00118835	0	0	0	51	0
0.00316894	0	0	0	28.3333	0
0.000328488	0	0	0	51	0
0.00142811	0	0	0	21.8571	0
0	-0.000396118	0	0	51	0
0.00107705	0	0	0	25.5	0
0	0	0	0	0	0
0.000848232	0	0	0	17	0
0.00107705	0	0	0	25.5	0
0.00158447	0	0	0	51	0
0.000545227	0	0	0	20.4	0
0	0	0	0	51	0
0	0	0	0	51	0
0	0	0	0	51	0
0	0	0	0	51	0
0	0.0137869	0	0	2.61538	0
0.000396118	0	0	0	51	0
0.000396118	0	0	0	51	0
0.000396118	0	0	0	51	0
0.000396118	0	0	0	51	0
0.000792236	0	0	0	51	0
0.00118835	0	0	0	51	0
0.000792236	0	0	0	51	0
0.00277283	0	0	0	31.875	0
0.00104326	0	0	0	40.8	0
0.00198059	0	0	0	42.5	0
0.00237671	0	0	0	36.4286	0
0.00316894	0	0	0	28.3333	0
0.000328488	0	0	0	51	0
0.00158447	0	0	0	51	0
0.00158447	0	0	0	51	0
0.00277283	0	0	0	31.875	0
0	0	0	0	0	0
0.00277283	0	0	0	31.875	0
0.00237671	0	0	0	36.4286	0
0.00237671	0	0	0	36.4286	0
0.00198059	0	0	0	42.5	0
0.00118835	0	0	0	51	0
0.00118835	0	0	0	51	0
0	0	0	0	51	0
0	0	0	0	51	0
0.00118835	0	0	0	51	0
0.00118835	0	0	0	51	0
0.00118835	0	0	0	51	0
0.00237671	0	0	0	36.4286	0
0	-0.000396118	0	0	51	0
0.000396118	0	0	0	51	0
0	0.0350654	0	0	0.566667	0
0	0	0	0	51	0
0	0	0	0	51	0
0.000396118	0	0	0	51	0
0	0	0	0	51	0
0.00237671	0	0	0	36.4286	0
0	0	0	0	0	0
0.000396118	0	0	0	51	0
0	0	0	0	51	0
0	0	0	0	51	0
0.000396118	0	0	0	51	0
0	0	0	0	51	0
0.000396118	0	0	0	51	0
0	0	0	0	51	0
0	0	0	0	51	0
0	0	0	0	51	0
0	0	0	0	51	0
0	0	0	0	51	0
0	0	0	0	51	0
0	0	0	0	51	0
0	0	0	0	51	0
0	0	0	0	51	0
0	0	0	0	51	0
0	0.0125368	0	0	4.37143	0
0	0	0	0	51	0
0	0	0	0	51	0
0.000396118	0	0	0	51	0
0	0.0125368	0	0	4.37143	0
0	0	0	0	51	0
0	0	0	0	51	0
0	0	0	0	51	0
0	0	0	0	51	0
0	0	0	0	51	0
0.00158447	0	0	0	51	0
0	0	0	0	51	0
0	0	0	0	51	0
0.00237671	0	0	0	36.4286	0
0.00198059	0	0	0	42.5	0
0	0	0	0	0	0
0	0	0	0	51	0
0	0	0	0	51	0
0	0	0	0	51	0
0	0	0	0	51	0
0	0	0	0	51	0
0	0	0	0	51	0
0	0	0	0	51	0
0	0	0	0	51	0
0.000396118	0	0	0	51	0
0	0	0	0	51	0
0	0	0	0	0	0
0	0	0	0	51	0
0	0	0	0	51	0
0	0.000848232	0	0	17	0
0	-0.000288623	0	0	0	0
0	-0.000288623	0	0	0	0
0	0.00257477	0	0	22.6667	0
0	0.00257477	0	0	22.6667	0
0	0.000311236	0	0	0	0
0	-0.000167588	0	0	0	0
0	0.00937118	0	0	0	0
0.00118835	0	0	0	51	0
0	0	0	0	0	0
0.00237671	0	0	0	36.4286	0
0.000792236	0	0	0	51	0
0.000792236	0	0	0	51	0
0	0	0	0	51	0
0.000396118	0	0	0	51	0
0.000792236	0	0	0	51	0
0.000792236	0	0	0	51	0
0.00118835	0	0	0	51	0
0.00237671	0	0	0	36.4286	0
