Fsi	Fsd	Fsi_l	Fsd_l	tl	th
0.000396118	0	0	0	51	0
0.000396118	0	0	0	51	0
6.03225e-06	0	0	0	51	0
0	-0.000396118	0	0	51	0
0	0.000311236	0	0	0	0
0.00179956	0	0	0	29.1429	0
0.00118835	0	0	0	51	0
0	0	0	0	51	0
0.000396118	0	0	0	51	0
0	0	0	0	51	0
0	0	0	0	51	0
0	0	0	0	51	0
0	0	0	0	51	0
0	0	0	0	51	0
0	0	0	0	51	0
0	0	0	0	51	0
0	0	0	0	51	0
0.000396118	0	0	0	51	0
0	0	0	0	51	0
0.000396118	0	0	0	51	0
0	0	0	0	0	0
0.000396118	0	0	0	51	0
0.000792236	0	0	0	51	0
0.000792236	0	0	0	51	0
0.000396118	0	0	0	51	0
0.00158447	0	0	0	51	0
0.000396118	0	0	0	51	0
0.00158447	0	0	0	51	0
0.00158447	0	0	0	51	0
0.000396118	0	0	0	51	0
0.000396118	0	0	0	51	0
0.00118835	0	0	0	51	0
0	0	0	0	51	0
-0.000262294	0	0	0	51	0
0	0	0	0	51	0
0	0.000311236	0	0	0	0
0.000792236	0	0	0	51	0
0.00158447	0	0	0	51	0
0.00158447	0	0	0	51	0
1.65049e-05	0	0	0	34	0
-0.000367579	0	0	0	0	0
0	0.000684204	0	0	8.5	0
0	0.000716828	0	0	0	0
0	0.000877829	0	0	0	0
0.00237671	0	0	0	36.4286	0
0.00158447	0	0	0	51	0
0.00158447	0	0	0	51	0
0	0	0	0	51	0
0	0	0	0	51	0
0	0	0	0	0	0
0	0	0	0	0	0
0	0.0291384	0	0	0	0
0	0	0	0	51	0
0	0	0	0	51	0
0.000396118	0	0	0	51	0
0.000396118	0	0	0	51	0
0.000396118	0	0	0	51	0
0.00116919	0	0	0	14.5714	0
0.000792236	0	0	0	51	0
0.00277283	0	0	0	31.875	0
-0.000262294	0	0	0	51	0
0.000396118	0	0	0	51	0
0	0	0	0	51	0
0	0	0	0	51	0
0.00118835	0	0	0	51	0
0.000792236	0	0	0	51	0
0.000792236	0	0	0	51	0
0.00118835	0	0	0	51	0
0.000396118	0	0	0	51	0
0.000792236	0	0	0	51	0
0	0	0	0	51	0
0	0	0	0	0	0
0	0	0	0	51	0
0	0	0	0	51	0
0	0	0	0	51	0
0	0	0	0	51	0
0.000328488	0	0	0	51	0
0	0	0	0	51	0
0	0	0	0	51	0
0	0	0	0	51	0
0	0	0	0	51	0
0	-0.000396118	0	0	51	0
0	0.001275	0	0	0	0
8.76903e-05	0	0	0	0	0
0	0	0	0	51	0
0.0006781	0	0	0	51	0
0.000792236	0	0	0	51	0
0.000396118	0	0	0	51	0
0.000396118	0	0	0	51	0
0.000792236	0	0	0	51	0
0.000792236	0	0	0	51	0
0	0	0	0	51	0
0	0	0	0	51	0
0	0	0	0	51	0
0	0.0277526	0	0	0	0
0	0	0	0	51	0
0	0	0	0	0	0
0	0	0	0	51	0
0	0	0	0	51	0
0.00158447	0	0	0	51	0
0.00158447	0	0	0	51	0
0	0	0	0	51	0
0.00198059	0	0	0	42.5	0
0.00118835	0	0	0	51	0
0	0	0	0	51	0
0	0.0322457	0	0	1.84337	0
0	0	0	0	51	0
0	0	0	0	51	0
0	0	0	0	51	0
0.000792236	0	0	0	51	0
0	0	0	0	51	0
0.000396118	0	0	0	51	0
0.000396118	0	0	0	51	0
0	0	0	0	51	0
0	0	0	0	51	0
0	0	0	0	51	0
0	0	0	0	51	0
0	0	0	0	51	0
0	0	0	0	51	0
0	0	0	0	51	0
0.000396118	0	0	0	51	0
0	0	0	0	51	0
0	0	0	0	51	0
0.000396118	0	0	0	51	0
0.00118835	0	0	0	51	0
0	0	0	0	0	0
0	0	0	0	51	0
0	0	0	0	51	0
0.00118835	0	0	0	51	0
0	0	0	0	51	0
0	0	0	0	51	0
0.00158447	0	0	0	51	0
0	0	0	0	51	0
0	0.00484701	0	0	0	0
0	0	0	0	51	0
0	0	0	0	51	0
0.000328488	0	0	0	51	0
0	0	0	0	51	0
0	0	0	0	51	0
0	0	0	0	51	0
0	0	0	0	51	0
0.000396118	0	0	0	51	0
0	-0.000299504	0	0	0	0
0	0	0	0	51	0
0	0	0	0	51	0
0	0	0	0	51	0
0	0	0	0	51	0
0	0	0	0	51	0
0	0	0	0	0	0
0	0	0	0	51	0
0	0	0	0	51	0
0	0	0	0	51	0
0	0	0	0	51	0
0.000396118	0	0	0	51	0
0	0.00774296	0	0	0	0
0	0	0	0	51	0
0	0	0	0	51	0
0.000792236	0	0	0	51	0
0	0	0	0	51	0
0	0	0	0	51	0
0	0	0	0	51	0
0	0	0	0	51	0
0	0	0	0	51	0
0	0	0	0	51	0
0	0	0	0	51	0
0	0.0210551	0	0	0	0
0	0	0	0	51	0
0	0	0	0	51	0
0	0	0	0	51	0
0	0.0104995	0	0	5.1	0
0	0	0	0	51	0
0	0.00967448	0	0	3.51724	0
0.00118835	0	0	0	51	0
0	0	0	0	51	0
0	0	0	0	51	0
0	0	0	0	51	0
0	0	0	0	0	0
0	0	0	0	51	0
0	0	0	0	0	0
0	0	0	0	51	0
0.000396118	0	0	0	51	0
0	0.00764349	0	0	4.25	0
0	0	0	0	0	0
0	0	0	0	51	0
0.000396118	0	0	0	51	0
0	0	0	0	51	0
0	0	0	0	51	0
0	0	0	0	51	0
0	0	0	0	51	0
0	0	0	0	51	0
0.000396118	0	0	0	51	0
0	0	0	0	51	0
0	0	0	0	51	0
0	0	0	0	51	0
0	0	0	0	51	0
0.000396118	0	0	0	51	0
0	0	0	0	51	0
0	0	0	0	51	0
0	0	0	0	51	0
0	0	0	0	51	0
0	0	0	0	51	0
0	0	0	0	51	0
0	0	0	0	51	0
0	0	0	0	51	0
0.000792236	0	0	0	51	0
0.00198059	0	0	0	42.5	0
0	0	0	0	51	0
0.000396118	0	0	0	51	0
0	0	0	0	51	0
0	0.00161426	0	0	5.66667	0
0	0	0	0	51	0
0	0.00764349	0	0	4.25	0
0	0	0	0	51	0
0	0	0	0	51	0
1.65049e-05	0	0	0	34	0
0	0	0	0	51	0
0	0	0	0	51	0
0	0	0	0	51	0
0	0	0	0	51	0
0.000396118	0	0	0	51	0
0	0	0	0	51	0
0.000396118	0	0	0	51	0
0.000396118	0	0	0	51	0
0.000396118	0	0	0	51	0
0.00237671	0	0	0	36.4286	0
0.00141816	0	0	0	34	0
0.00198059	0	0	0	42.5	0
0	0	0	0	51	0
0.00237671	0	0	0	36.4286	0
0	0	0	0	51	0
0.00158447	0	0	0	51	0
0	0	0	0	51	0
0	0	0	0	51	0
0	0	0	0	51	0
0	0.0039049	0	0	0	0
0	0	0	0	51	0
0	0	0	0	51	0
0.00237671	0	0	0	36.4286	0
0	0	0	0	51	0
0	0	0	0	51	0
0	0	0	0	51	0
0	0	0	0	51	0
0	0	0	0	51	0
0	0	0	0	0	0
0	0	0	0	0	0
0	0.000546104	0	0	0	0
0	0.000328488	0	0	51	0
0.000396118	0	0	0	51	0
0.000396118	0	0	0	51	0
0	0	0	0	51	0
0	0	0	0	0	0
0	0	0	0	51	0
0	0	0	0	51	0
0	0	0	0	51	0
0	0	0	0	51	0
0	0	0	0	51	0
0	0	0	0	51	0
0.000396118	0	0	0	51	0
0	-1.10701e-05	0	0	0	0
0.000396118	0	0	0	51	0
0	0	0	0	51	0
0	0	0	0	51	0
0.000396118	0	0	0	51	0
0	0	0	0	51	0
0.000792236	0	0	0	51	0
0	0	0	0	51	0
0	0	0	0	51	0
0.000396118	0	0	0	51	0
0	0	0	0	51	0
0	0	0	0	51	0
0	0	0	0	51	0
0	0	0	0	51	0
0	0	0	0	51	0
0	0	0	0	51	0
0	0	0	0	51	0
0.00118835	0	0	0	51	0
0	0	0	0	51	0
0.00118835	0	0	0	51	0
0.000792236	0	0	0	51	0
0	0.000128156	0	0	51	0
0.00277283	0	0	0	31.875	0
0	0	0	0	51	0
0	0	0	0	51	0
0	0	0	0	51	0
0	0	0	0	51	0
0	0	0	0	51	0
0	0	0	0	51	0
0	0	0	0	51	0
0.000396118	0	0	0	51	0
0	0	0	0	51	0
0	0	0	0	51	0
0	0	0	0	51	0
0	0	0	0	51	0
0.00118835	0	0	0	51	0
