Fsi	Fsd	Fsi_l	Fsd_l	tl	th
0.00254977	0.00254977	0	0	95.5051	0
0.00156909	0.00156909	0	0	134.778	0
0.00696283	0.00696283	0	0	39.5335	0
0.00323625	0.00323625	0	0	121.679	0
0.00686476	0.00686476	0	0	37.8986	0
0.00205943	0.00205943	0	0	115.625	0
0.00568795	0.00568795	0	0	48.8648	0
0.00627636	0.00627636	0	0	43.9124	0
0.0021575	0.0021575	0	0	109.931	0
0.000980681	0.000980681	0	0	140.273	0
0.00578602	0.00578602	0	0	46.1217	0
0.00313818	0.00313818	0	0	78.2576	0
0.00264784	0.00264784	0	0	96.1645	0
0.00304011	0.00304011	0	0	89.3409	0
0.00539374	0.00539374	0	0	49.1587	0
0.00205943	0.00205943	0	0	123.203	0
0.00254977	0.00254977	0	0	116.5	0
0.00225557	0.00225557	0	0	116.769	0
0.0021575	0.0021575	0	0	109.931	0
0.00529568	0.00529568	0	0	50.851	0
0.00392272	0.00392272	0	0	63.2624	0
0.00117682	0.00117682	0	0	159.708	0
0.00362852	0.00362852	0	0	105.006	0
0.00451113	0.00451113	0	0	63.2582	0
0.00137295	0.00137295	0	0	153	0
0.00353045	0.00353045	0	0	78.4722	0
0.00284397	0.00284397	0	0	119.222	0
0.00274591	0.00274591	0	0	111.619	0
0.00186329	0.00186329	0	0	125.714	0
0.00774738	0.00774738	0	0	37.2702	0
0.00205943	0.00205943	0	0	124.579	0
0.0073551	0.0073551	0	0	39.2635	0
0.00196136	0.00196136	0	0	121.833	0
0.0046092	0.0046092	0	0	55.9682	0
0.00441306	0.00441306	0	0	56.4954	0
0.000980681	0.000980681	0	0	140.273	0
0.00372659	0.00372659	0	0	107.333	0
0.00205943	0.00205943	0	0	120.51	0
0.00186329	0.00186329	0	0	115.286	0
0.00274591	0.00274591	0	0	111.619	0
0.00117682	0.00117682	0	0	152.714	0
0.00784544	0.00784544	0	0	33.4466	0
0.00382465	0.00382465	0	0	64.5531	0
0.00411886	0.00411886	0	0	104.545	0
0.00519761	0.00519761	0	0	62.8647	0
0.00225557	0.00225557	0	0	110.674	0
0.00725704	0.00725704	0	0	35.9333	0
0.00304011	0.00304011	0	0	122.833	0
0.00666863	0.00666863	0	0	38.0984	0
0.00274591	0.00274591	0	0	126.333	0
0.00343238	0.00343238	0	0	123	0
0.0073551	0.0073551	0	0	35.8973	0
0.00225557	0.00225557	0	0	129.857	0
0.00958287	0.00841139	0	0	3.35526	0
0.00274591	0.00274591	0	0	114.917	0
0.00451113	0.00451113	0	0	97.0947	0
0.00323625	0.00323625	0	0	106.128	0
0.00117682	0.00117682	0	0	159.708	0
