Fsi	Fsd	Fsi_l	Fsd_l	tl	th
0.00539374	0.00539374	0	0	47.5476	0
0.00411886	0.00411886	0	0	60.9048	0
0.00519761	0.00519761	0	0	73.9369	0
0.00205943	0.00205943	0	0	126.091	0
0.00205943	0.00205943	0	0	126.091	0
0.00313818	0.00313818	0	0	105.805	0
0.000784544	0.000784544	0	0	171.222	0
0.00617829	0.00617829	0	0	48.7301	0
0.00588408	0.00588408	0	0	44.8791	0
0.00235363	0.00235363	0	0	118.09	0
0.00402079	0.00402079	0	0	65.4004	0
0.00382465	0.00382465	0	0	69.1368	0
0.00333431	0.00333431	0	0	75.9037	0
0.00353045	0.00353045	0	0	71.0833	0
0.00147102	0.00147102	0	0	144.222	0
0.00500147	0.00500147	0	0	53.9732	0
0.00235363	0.00235363	0	0	92.2727	0
0.00568795	0.00568795	0	0	45.7416	0
0.00451113	0.00451113	0	0	59.4551	0
0.0046092	0.0046092	0	0	102.714	0
0.00598215	0.00598215	0	0	50.9385	0
0.00558988	0.00558988	0	0	48.076	0
0.0046092	0.0046092	0	0	56.7208	0
0.0021575	0.0021575	0	0	100.556	0
0.00313818	0.00313818	0	0	93.8388	0
0.00519761	0.00519761	0	0	51.451	0
0.00500147	0.00500147	0	0	54.2033	0
0.00578602	0.00578602	0	0	44.5901	0
0.0049034	0.0049034	0	0	53.3845	0
0.00470727	0.00470727	0	0	66.1079	0
0.00431499	0.00431499	0	0	59.3045	0
0.000784544	0.000784544	0	0	148.556	0
0.00568795	0.00568795	0	0	54.4551	0
0.0046092	0.0046092	0	0	58.2354	0
0.00451113	0.00451113	0	0	57.5	0
0.00549181	0.00549181	0	0	48.8155	0
0.00578602	0.00578602	0	0	50.9454	0
0.00421693	0.00421693	0	0	65.8416	0
0.00451113	0.00451113	0	0	65.4361	0
0.00156909	0.00156909	0	0	116.556	0
0.00402079	0.00402079	0	0	63.619	0
0.00411886	0.00411886	0	0	64.5	0
0.00372659	0.00372659	0	0	68.2598	0
